Trans Size,Total Contracts,Contracts,Premiums,Contracts.1,Premiums.1,Contracts.2,Premiums.2,Contracts.3,Premiums.3,porc,ds
CUST (11-49),14295691,"11,008,112",$3207527928.5000,"3,287,579",$1359717507.5000,"6,475,494",$1993968696.0000,"8,514,213",$2749535599.5000,comb,2021-07-30
CUST (50-UP),19740429,"13,591,871",$4635306214.0000,"6,148,558",$2173731471.5000,"8,927,504",$3152909707.5000,"11,823,107",$3891978019.0000,comb,2021-07-30
CUST (ALL),57519907,"42,826,102",$16647337723.0000,"14,693,805",$7185550752.6000,"25,100,274",$10196895532.1000,"33,840,069",$14038623040.7000,comb,2021-07-30
FIRM (ALL),4236817,"2,379,228",$1449911369.0000,"1,857,589",$1222339002.0000,"2,264,900",$1633549308.0000,"1,744,057",$792216822.0000,comb,2021-07-30
M-M (ALL),62177640,0,$0,"62,177,640",$28688336566.8000,0,$0,"60,985,064",$28532190710.6000,comb,2021-07-30
TOTAL COMB,123934364,"45,205,330",$18097249092.0000,"78,729,034",$37096226321.4000,"27,365,174",$11830444840.1000,"96,569,190",$43363030573.3000,comb,2021-07-30
CUST (1-10),17590337,"14,547,337",$6587100636.8200,"3,043,000",$1745965150.0000,"5,784,691",$2321878637.0000,"11,050,569",$5990587999.5000,calls,2021-08-06
CUST (11-49),10471485,"8,421,173",$2280217762.0000,"2,050,312",$737999192.0000,"3,988,236",$986383773.5000,"6,803,442",$2184255613.0000,calls,2021-08-06
CUST (50-UP),13586866,"9,745,302",$3275802672.5000,"3,841,564",$1497121324.0000,"5,531,568",$2266182894.0000,"8,953,287",$2790013916.0000,calls,2021-08-06
CUST (ALL),41648688,"32,713,812",$12143121071.3200,"8,934,876",$3981085666.0000,"15,304,495",$5574445304.5000,"26,807,298",$10964857528.5000,calls,2021-08-06
FIRM (ALL),2398826,"1,261,093",$954744214.0000,"1,137,733",$463755440.0000,"1,379,275",$984692415.0000,"976,654",$467389268.0000,calls,2021-08-06
M-M (ALL),42314709,0,$0,"42,314,709",$19184451400.5000,0,$0,"41,894,501",$18735773275.8200,calls,2021-08-06
TOTAL CALLS,86362223,"33,974,905",$13097865285.3200,"52,387,318",$23629292506.5000,"16,683,770",$6559137719.5000,"69,678,453",$30168020072.3200,calls,2021-08-06
CUST (1-10),6866341,"4,617,925",$2044977183.0000,"2,248,416",$1249430593.0000,"4,068,707",$2104882920.0000,"3,226,518",$1431262635.0000,puts,2021-08-06
CUST (11-49),4060316,"2,769,112",$730838327.0000,"1,291,204",$461670906.0000,"2,461,002",$749203653.0000,"2,005,833",$524291832.0000,puts,2021-08-06
CUST (50-UP),5574501,"3,287,714",$922886032.5000,"2,286,787",$769742181.0000,"2,924,927",$990054722.5000,"3,286,387",$818500295.5000,puts,2021-08-06
CUST (ALL),16501158,"10,674,751",$3698701542.5000,"5,826,407",$2480843680.0000,"9,454,636",$3844141295.5000,"8,518,738",$2774054762.5000,puts,2021-08-06
FIRM (ALL),1772796,"967,503",$433535312.0000,"805,293",$403259351.0000,"725,355",$327818851.0000,"727,838",$357317474.0000,puts,2021-08-06
M-M (ALL),20273059,0,$0,"20,273,059",$8445211086.0000,0,$0,"19,120,446",$8158218588.5000,puts,2021-08-06
TOTAL PUTS,38547013,"11,642,254",$4132236854.5000,"26,904,759",$11329314117.0000,"10,179,991",$4171960146.5000,"28,367,022",$11289590825.0000,puts,2021-08-06
CUST (1-10),24456678,"19,165,262",$8632077819.8200,"5,291,416",$2995395743.0000,"9,853,398",$4426761557.0000,"14,277,087",$7421850634.5000,comb,2021-08-06
CUST (11-49),14531801,"11,190,285",$3011056089.0000,"3,341,516",$1199670098.0000,"6,449,238",$1735587426.5000,"8,809,275",$2708547445.0000,comb,2021-08-06
CUST (50-UP),19161367,"13,033,016",$4198688705.0000,"6,128,351",$2266863505.0000,"8,456,495",$3256237616.5000,"12,239,674",$3608514211.5000,comb,2021-08-06
CUST (ALL),58149846,"43,388,563",$15841822613.8200,"14,761,283",$6461929346.0000,"24,759,131",$9418586600.0000,"35,326,036",$13738912291.0000,comb,2021-08-06
FIRM (ALL),4171622,"2,228,596",$1388279526.0000,"1,943,026",$867014791.0000,"2,104,630",$1312511266.0000,"1,704,492",$824706742.0000,comb,2021-08-06
M-M (ALL),62587768,0,$0,"62,587,768",$27629662486.5000,0,$0,"61,014,947",$26893991864.3200,comb,2021-08-06
TOTAL COMB,124909236,"45,617,159",$17230102139.8200,"79,292,077",$34958606623.5000,"26,863,761",$10731097866.0000,"98,045,475",$41457610897.3200,comb,2021-08-06
CUST (1-10),18412538,"15,225,671",$5587335249.0000,"3,186,867",$1676017198.9000,"5,672,948",$2112546501.0000,"11,616,192",$5003485034.3000,calls,2021-08-13
CUST (11-49),11266725,"9,166,478",$2123505999.0000,"2,100,247",$586152666.0000,"3,930,031",$900483331.0000,"7,337,624",$1889408886.3300,calls,2021-08-13
CUST (50-UP),13900888,"10,285,129",$2812884833.5000,"3,615,759",$989423690.5000,"5,608,148",$1965474454.5000,"8,863,122",$2139600861.0000,calls,2021-08-13
CUST (ALL),43580151,"34,677,278",$10523726081.5000,"8,902,873",$3251593555.4000,"15,211,127",$4978504286.5000,"27,816,938",$9032494781.6300,calls,2021-08-13
FIRM (ALL),2521136,"1,448,949",$890610860.0000,"1,072,187",$470186214.0000,"1,491,167",$912952807.0000,"1,147,177",$454949747.0000,calls,2021-08-13
M-M (ALL),43552603,0,$0,"43,552,603",$16529542926.1300,0,$0,"43,987,481",$16286758014.9000,calls,2021-08-13
TOTAL CALLS,89653890,"36,126,227",$11414336941.5000,"53,527,663",$20251322695.5300,"16,702,294",$5891457093.5000,"72,951,596",$25774202543.5300,calls,2021-08-13
CUST (1-10),6822794,"4,506,283",$1856908424.0000,"2,316,511",$1199302322.0000,"4,116,220",$1838748178.0000,"3,218,112",$1494262326.0000,puts,2021-08-13
CUST (11-49),4073310,"2,756,482",$653282526.0000,"1,316,828",$456003647.0000,"2,511,582",$720901454.0000,"2,018,092",$496979991.0000,puts,2021-08-13
CUST (50-UP),5775916,"3,456,887",$991938308.5000,"2,319,029",$1030382998.0000,"3,001,829",$999735367.5000,"3,236,577",$942506767.5000,puts,2021-08-13
CUST (ALL),16672020,"10,719,652",$3502129258.5000,"5,952,368",$2685688967.0000,"9,629,631",$3559384999.5000,"8,472,781",$2933749084.5000,puts,2021-08-13
FIRM (ALL),2101784,"1,057,404",$523436382.0000,"1,044,380",$556285427.0000,"777,971",$432549989.0000,"865,940",$490540611.0000,puts,2021-08-13
M-M (ALL),20222210,0,$0,"20,222,210",$8179892238.0000,0,$0,"19,249,691",$8031207588.5000,puts,2021-08-13
TOTAL PUTS,38996014,"11,777,056",$4025565640.5000,"27,218,958",$11421866632.0000,"10,407,602",$3991934988.5000,"28,588,412",$11455497284.0000,puts,2021-08-13
CUST (1-10),25235332,"19,731,954",$7444243673.0000,"5,503,378",$2875319520.9000,"9,789,168",$3951294679.0000,"14,834,304",$6497747360.3000,comb,2021-08-13
CUST (11-49),15340035,"11,922,960",$2776788525.0000,"3,417,075",$1042156313.0000,"6,441,613",$1621384785.0000,"9,355,716",$2386388877.3300,comb,2021-08-13
CUST (50-UP),19676804,"13,742,016",$3804823142.0000,"5,934,788",$2019806688.5000,"8,609,977",$2965209822.0000,"12,099,699",$3082107628.5000,comb,2021-08-13
CUST (ALL),60252171,"45,396,930",$14025855340.0000,"14,855,241",$5937282522.4000,"24,840,758",$8537889286.0000,"36,289,719",$11966243866.1300,comb,2021-08-13
FIRM (ALL),4622920,"2,506,353",$1414047242.0000,"2,116,567",$1026471641.0000,"2,269,138",$1345502796.0000,"2,013,117",$945490358.0000,comb,2021-08-13
M-M (ALL),63774813,0,$0,"63,774,813",$24709435164.1300,0,$0,"63,237,172",$24317965603.4000,comb,2021-08-13
TOTAL COMB,128649904,"47,903,283",$15439902582.0000,"80,746,621",$31673189327.5300,"27,109,896",$9883392082.0000,"101,540,008",$37229699827.5300,comb,2021-08-13
CUST (1-10),16794038,"13,354,971",$5239605121.0000,"3,439,067",$1506493335.3000,"5,430,552",$2135632073.0000,"10,184,886",$4264555688.5000,calls,2021-08-20
CUST (11-49),10796867,"8,449,744",$2391711154.0000,"2,347,123",$618622060.5000,"3,889,106",$1161920066.0000,"6,941,374",$1817463629.0000,calls,2021-08-20
CUST (50-UP),14668469,"10,320,279",$3762472770.0000,"4,348,190",$1129972474.8000,"5,911,706",$2666982382.5000,"9,026,535",$2102484051.0000,calls,2021-08-20
CUST (ALL),42259374,"32,124,994",$11393789045.0000,"10,134,380",$3255087870.6000,"15,231,364",$5964534521.5000,"26,152,795",$8184503368.5000,calls,2021-08-20
FIRM (ALL),2731729,"1,465,489",$1197289016.5000,"1,266,240",$386479858.0000,"1,567,640",$1323369397.0000,"1,262,161",$423177960.3000,calls,2021-08-20
M-M (ALL),42175663,0,$0,"42,175,663",$17585066511.5000,0,$0,"42,952,806",$17922127054.3000,calls,2021-08-20
TOTAL CALLS,87166766,"33,590,483",$12591078061.5000,"53,576,283",$21226634240.1000,"16,799,004",$7287903918.5000,"70,367,762",$26529808383.1000,calls,2021-08-20
CUST (1-10),7345132,"4,707,405",$2209186580.0000,"2,637,727",$1889526125.0000,"4,083,189",$2297857721.5000,"3,715,096",$1868275887.0000,puts,2021-08-20
CUST (11-49),4540176,"2,915,264",$848483286.0000,"1,624,912",$829816345.0000,"2,523,500",$982147341.0000,"2,340,907",$787812014.0000,puts,2021-08-20
CUST (50-UP),6944127,"3,817,204",$1158226170.5000,"3,126,923",$1401293547.0000,"3,393,602",$1324541358.0000,"4,129,830",$1236682418.0000,puts,2021-08-20
CUST (ALL),18829435,"11,439,873",$4215896036.5000,"7,389,562",$4120636017.0000,"10,000,291",$4604546420.5000,"10,185,833",$3892770319.0000,puts,2021-08-20
FIRM (ALL),2234008,"1,164,372",$622553257.0000,"1,069,636",$609450069.0000,"848,558",$469566862.0000,"1,283,331",$694351350.0000,puts,2021-08-20
M-M (ALL),23484915,0,$0,"23,484,915",$11096099046.5000,0,$0,"22,230,345",$11003399474.5000,puts,2021-08-20
TOTAL PUTS,44548358,"12,604,245",$4838449293.5000,"31,944,113",$15826185132.5000,"10,848,849",$5074113282.5000,"33,699,509",$15590521143.5000,puts,2021-08-20
CUST (1-10),24139170,"18,062,376",$7448791701.0000,"6,076,794",$3396019460.3000,"9,513,741",$4433489794.5000,"13,899,982",$6132831575.5000,comb,2021-08-20
CUST (11-49),15337043,"11,365,008",$3240194440.0000,"3,972,035",$1448438405.5000,"6,412,606",$2144067407.0000,"9,282,281",$2605275643.0000,comb,2021-08-20
CUST (50-UP),21612596,"14,137,483",$4920698940.5000,"7,475,113",$2531266021.8000,"9,305,308",$3991523740.5000,"13,156,365",$3339166469.0000,comb,2021-08-20
CUST (ALL),61088809,"43,564,867",$15609685081.5000,"17,523,942",$7375723887.6000,"25,231,655",$10569080942.0000,"36,338,628",$12077273687.5000,comb,2021-08-20
FIRM (ALL),4965737,"2,629,861",$1819842273.5000,"2,335,876",$995929927.0000,"2,416,198",$1792936259.0000,"2,545,492",$1117529310.3000,comb,2021-08-20
M-M (ALL),65660578,0,$0,"65,660,578",$28681165558.0000,0,$0,"65,183,151",$28925526528.8000,comb,2021-08-20
TOTAL COMB,131715124,"46,194,728",$17429527355.0000,"85,520,396",$37052819372.6000,"27,647,853",$12362017201.0000,"104,067,271",$42120329526.6000,comb,2021-08-20
CUST (1-10),18010476,"15,031,600",$5805694392.0000,"2,978,876",$1839667911.0000,"7,038,239",$2437011918.0000,"11,435,850",$5489590634.0000,calls,2021-08-27
CUST (11-49),10862613,"8,890,681",$2128809838.0000,"1,971,932",$794493642.0000,"4,865,397",$975786735.0000,"6,965,277",$2044064364.0000,calls,2021-08-27
CUST (50-UP),13403165,"9,791,965",$2487973277.0000,"3,611,200",$1162959818.0000,"6,203,700",$1320660654.0000,"8,631,021",$2348504789.0000,calls,2021-08-27
CUST (ALL),42276254,"33,714,246",$10422477507.0000,"8,562,008",$3797121371.0000,"18,107,336",$4733459307.0000,"27,032,148",$9882159787.0000,calls,2021-08-27
FIRM (ALL),2371328,"1,318,899",$541667324.0000,"1,052,429",$306038433.0000,"1,090,574",$532416746.0000,"1,128,383",$387463016.0000,calls,2021-08-27
M-M (ALL),44860318,0,$0,"44,860,318",$16409849286.0000,0,$0,"42,149,459",$15941655065.0000,calls,2021-08-27
TOTAL CALLS,89507900,"35,033,145",$10964144831.0000,"54,474,755",$20513009090.0000,"19,197,910",$5265876053.0000,"70,309,990",$26211277868.0000,calls,2021-08-27
CUST (1-10),6710306,"4,523,366",$1824901015.0000,"2,186,940",$1093702721.9400,"4,225,091",$1876024659.0000,"2,860,969",$1146935685.0000,puts,2021-08-27
CUST (11-49),3941305,"2,721,585",$664751403.0000,"1,219,720",$390517753.0000,"2,590,888",$736127570.5000,"1,802,728",$438420855.0000,puts,2021-08-27
CUST (50-UP),5161336,"3,204,492",$795035758.0000,"1,956,844",$616097383.4800,"3,082,640",$811989399.0000,"2,714,640",$628371441.7800,puts,2021-08-27
CUST (ALL),15812947,"10,449,443",$3284688176.0000,"5,363,504",$2100317858.4200,"9,898,619",$3424141628.5000,"7,378,337",$2213727981.7800,puts,2021-08-27
FIRM (ALL),1677730,"847,860",$350309006.0000,"829,870",$358116366.0000,"545,645",$274205566.0000,"571,585",$299294592.0000,puts,2021-08-27
M-M (ALL),19324309,0,$0,"19,324,309",$7347859062.8000,0,$0,"18,420,800",$7229920700.9400,puts,2021-08-27
TOTAL PUTS,36814986,"11,297,303",$3634997182.0000,"25,517,683",$9806293287.2200,"10,444,264",$3698347194.5000,"26,370,722",$9742943274.7200,puts,2021-08-27
CUST (1-10),24720782,"19,554,966",$7630595407.0000,"5,165,816",$2933370632.9400,"11,263,330",$4313036577.0000,"14,296,819",$6636526319.0000,comb,2021-08-27
CUST (11-49),14803918,"11,612,266",$2793561241.0000,"3,191,652",$1185011395.0000,"7,456,285",$1711914305.5000,"8,768,005",$2482485219.0000,comb,2021-08-27
CUST (50-UP),18564501,"12,996,457",$3283009035.0000,"5,568,044",$1779057201.4800,"9,286,340",$2132650053.0000,"11,345,661",$2976876230.7800,comb,2021-08-27
CUST (ALL),58089201,"44,163,689",$13707165683.0000,"13,925,512",$5897439229.4200,"28,005,955",$8157600935.5000,"34,410,485",$12095887768.7800,comb,2021-08-27
FIRM (ALL),4049058,"2,166,759",$891976330.0000,"1,882,299",$664154799.0000,"1,636,219",$806622312.0000,"1,699,968",$686757608.0000,comb,2021-08-27
M-M (ALL),64184627,0,$0,"64,184,627",$23757708348.8000,0,$0,"60,570,259",$23171575765.9400,comb,2021-08-27
TOTAL COMB,126322886,"46,330,448",$14599142013.0000,"79,992,438",$30319302377.2200,"29,642,174",$8964223247.5000,"96,680,712",$35954221142.7200,comb,2021-08-27
CUST (1-10),18917067,"15,970,035",$6010845584.0000,"2,947,032",$1784082965.0000,"5,887,027",$2220223138.0000,"12,238,656",$5844702343.5000,calls,2021-09-03
CUST (11-49),11573321,"9,663,713",$2603692111.0000,"1,909,608",$795718687.0000,"4,045,381",$1336128369.5000,"7,703,312",$2278738775.0000,calls,2021-09-03
CUST (50-UP),14570119,"11,173,782",$3988455161.5000,"3,396,337",$1265226541.0000,"5,603,291",$2272437915.0000,"9,586,550",$3165213797.5000,calls,2021-09-03
CUST (ALL),45060507,"36,807,530",$12602992856.5000,"8,252,977",$3845028193.0000,"15,535,699",$5828789422.5000,"29,528,518",$11288654916.0000,calls,2021-09-03
FIRM (ALL),2414460,"1,468,627",$1231045304.0000,"945,833",$594241044.0000,"1,388,595",$1362640120.0000,"931,725",$388119365.0000,calls,2021-09-03
M-M (ALL),43761440,0,$0,"43,761,440",$19540247464.0000,0,$0,"43,851,870",$18945351038.0000,calls,2021-09-03
TOTAL CALLS,91236407,"38,276,157",$13834038160.5000,"52,960,250",$23979516701.0000,"16,924,294",$7191429542.5000,"74,312,113",$30622125319.0000,calls,2021-09-03
CUST (1-10),6596417,"4,454,779",$1833538795.0000,"2,141,638",$1081158864.0000,"4,247,034",$1839792751.0000,"2,955,479",$1267858206.0000,puts,2021-09-03
CUST (11-49),3983863,"2,798,622",$690302660.0000,"1,185,241",$377096681.0000,"2,560,056",$719070490.0000,"1,877,593",$464019888.0000,puts,2021-09-03
CUST (50-UP),5040943,"3,223,037",$737590968.0000,"1,817,906",$688655683.0000,"2,844,932",$828747111.5000,"2,887,381",$690570893.0000,puts,2021-09-03
CUST (ALL),15621223,"10,476,438",$3261432423.0000,"5,144,785",$2146911228.0000,"9,652,022",$3387610352.5000,"7,720,453",$2422448987.0000,puts,2021-09-03
FIRM (ALL),1310557,"710,125",$335961404.0000,"600,432",$266551532.0000,"598,128",$271449215.0000,"563,042",$281935100.0000,puts,2021-09-03
M-M (ALL),19321070,0,$0,"19,321,070",$7281149491.5000,0,$0,"17,719,205",$6928562424.0000,puts,2021-09-03
TOTAL PUTS,36252850,"11,186,563",$3597393827.0000,"25,066,287",$9694612251.5000,"10,250,150",$3659059567.5000,"26,002,700",$9632946511.0000,puts,2021-09-03
CUST (1-10),25513484,"20,424,814",$7844384379.0000,"5,088,670",$2865241829.0000,"10,134,061",$4060015889.0000,"15,194,135",$7112560549.5000,comb,2021-09-03
CUST (11-49),15557184,"12,462,335",$3293994771.0000,"3,094,849",$1172815368.0000,"6,605,437",$2055198859.5000,"9,580,905",$2742758663.0000,comb,2021-09-03
CUST (50-UP),19611062,"14,396,819",$4726046129.5000,"5,214,243",$1953882224.0000,"8,448,223",$3101185026.5000,"12,473,931",$3855784690.5000,comb,2021-09-03
CUST (ALL),60681730,"47,283,968",$15864425279.5000,"13,397,762",$5991939421.0000,"25,187,721",$9216399775.0000,"37,248,971",$13711103903.0000,comb,2021-09-03
FIRM (ALL),3725017,"2,178,752",$1567006708.0000,"1,546,265",$860792576.0000,"1,986,723",$1634089335.0000,"1,494,767",$670054465.0000,comb,2021-09-03
M-M (ALL),63082510,0,$0,"63,082,510",$26821396955.5000,0,$0,"61,571,075",$25873913462.0000,comb,2021-09-03
TOTAL COMB,127489257,"49,462,720",$17431431987.5000,"78,026,537",$33674128952.5000,"27,174,444",$10850489110.0000,"100,314,813",$40255071830.0000,comb,2021-09-03
CUST (1-10),14708659,"12,121,962",$4590723349.0000,"2,586,697",$1410303607.3600,"4,631,208",$1690072800.0000,"9,316,882",$4245901633.5000,calls,2021-09-10
CUST (11-49),9116995,"7,384,678",$1740618053.0000,"1,732,317",$534413755.0000,"3,214,857",$736195074.0000,"6,164,435",$1644240158.0000,calls,2021-09-10
CUST (50-UP),11541122,"8,344,310",$2269008574.5000,"3,196,812",$962821092.0000,"4,312,815",$1322530922.5000,"7,806,440",$1928667749.0000,calls,2021-09-10
CUST (ALL),35366776,"27,850,950",$8600349976.5000,"7,515,826",$2907538454.3600,"12,158,880",$3748798796.5000,"23,287,757",$7818809540.5000,calls,2021-09-10
FIRM (ALL),2173647,"1,062,533",$642258513.0000,"1,111,114",$568883373.0000,"1,143,732",$659560189.0000,"1,105,577",$425104736.0000,calls,2021-09-10
M-M (ALL),34535082,0,$0,"34,535,082",$13026976641.0000,0,$0,"34,379,559",$13093733695.8600,calls,2021-09-10
TOTAL CALLS,72075505,"28,913,483",$9242608489.5000,"43,162,022",$16503398468.3600,"13,302,612",$4408358985.5000,"58,772,893",$21337647972.3600,calls,2021-09-10
CUST (1-10),5429000,"3,588,416",$1578734204.0000,"1,840,584",$850586124.6000,"3,621,527",$1556309726.0000,"2,557,878",$1136663944.0000,puts,2021-09-10
CUST (11-49),3262591,"2,156,932",$582108095.0000,"1,105,659",$322782149.5000,"2,142,521",$618606885.0000,"1,613,581",$393058532.5000,puts,2021-09-10
CUST (50-UP),4260075,"2,618,640",$795952137.5000,"1,641,435",$464894305.0000,"2,537,274",$840961161.5000,"2,253,229",$496607656.0000,puts,2021-09-10
CUST (ALL),12951666,"8,363,988",$2956794436.5000,"4,587,678",$1638262579.1000,"8,301,322",$3015877772.5000,"6,424,688",$2026330132.5000,puts,2021-09-10
FIRM (ALL),1351517,"738,868",$322368577.0000,"612,649",$354903904.0000,"508,972",$238383604.0000,"706,438",$340929332.0000,puts,2021-09-10
M-M (ALL),16845670,0,$0,"16,845,670",$6272952587.0000,0,$0,"15,207,433",$5923761242.6000,puts,2021-09-10
TOTAL PUTS,31148853,"9,102,856",$3279163013.5000,"22,045,997",$8266119070.1000,"8,810,294",$3254261376.5000,"22,338,559",$8291020707.1000,puts,2021-09-10
CUST (1-10),20137659,"15,710,378",$6169457553.0000,"4,427,281",$2260889731.9600,"8,252,735",$3246382526.0000,"11,874,760",$5382565577.5000,comb,2021-09-10
CUST (11-49),12379586,"9,541,610",$2322726148.0000,"2,837,976",$857195904.5000,"5,357,378",$1354801959.0000,"7,778,016",$2037298690.5000,comb,2021-09-10
CUST (50-UP),15801197,"10,962,950",$3064960712.0000,"4,838,247",$1427715397.0000,"6,850,089",$2163492084.0000,"10,059,669",$2425275405.0000,comb,2021-09-10
CUST (ALL),48318442,"36,214,938",$11557144413.0000,"12,103,504",$4545801033.4600,"20,460,202",$6764676569.0000,"29,712,445",$9845139673.0000,comb,2021-09-10
FIRM (ALL),3525164,"1,801,401",$964627090.0000,"1,723,763",$923787277.0000,"1,652,704",$897943793.0000,"1,812,015",$766034068.0000,comb,2021-09-10
M-M (ALL),51380752,0,$0,"51,380,752",$19299929228.0000,0,$0,"49,586,992",$19017494938.4600,comb,2021-09-10
TOTAL COMB,103224358,"38,016,339",$12521771503.0000,"65,208,019",$24769517538.4600,"22,112,906",$7662620362.0000,"81,111,452",$29628668679.4600,comb,2021-09-10
CUST (1-10),16518582,"13,141,247",$4791875887.0000,"3,377,335",$1469366318.2000,"5,667,944",$1968054303.0000,"10,050,005",$4186606070.9000,calls,2021-09-17
CUST (11-49),10545996,"8,279,612",$1960209456.0000,"2,266,384",$688832203.0000,"4,132,425",$953481061.0000,"6,908,290",$1754619564.0000,calls,2021-09-17
CUST (50-UP),14380039,"10,172,116",$3190559938.5000,"4,207,923",$1211994999.5700,"5,850,230",$2177385089.5000,"9,266,241",$2223452088.5000,calls,2021-09-17
CUST (ALL),41444617,"31,592,975",$9942645281.5000,"9,851,642",$3370193520.7700,"15,650,599",$5098920453.5000,"26,224,536",$8164677723.4000,calls,2021-09-17
FIRM (ALL),2745164,"1,435,832",$879371482.0000,"1,309,332",$496046392.0000,"1,573,483",$909330698.0000,"1,357,572",$594684847.5700,calls,2021-09-17
M-M (ALL),41409550,0,$0,"41,409,550",$15459767326.9000,0,$0,"40,793,141",$15380410280.7000,calls,2021-09-17
TOTAL CALLS,85599331,"33,028,807",$10822016763.5000,"52,570,524",$19326007239.6700,"17,224,082",$6008251151.5000,"68,375,249",$24139772851.6700,calls,2021-09-17
CUST (1-10),6925366,"4,497,560",$2021962261.0000,"2,427,806",$1271792070.3000,"4,090,135",$1855028537.0000,"3,352,158",$1597183893.8000,puts,2021-09-17
CUST (11-49),4223704,"2,760,725",$717389349.0000,"1,462,979",$529938832.0000,"2,545,652",$812075643.0000,"2,041,641",$562749786.0000,puts,2021-09-17
CUST (50-UP),6009965,"3,396,062",$920749391.0000,"2,613,903",$967773119.0000,"3,149,022",$1012615437.5000,"3,540,279",$981760526.0000,puts,2021-09-17
CUST (ALL),17159035,"10,654,347",$3660101001.0000,"6,504,688",$2769504021.3000,"9,784,809",$3679719617.5000,"8,934,078",$3141694205.8000,puts,2021-09-17
FIRM (ALL),2310909,"1,113,871",$639822997.0000,"1,197,038",$673620107.0000,"799,998",$400300986.5000,"1,171,885",$661211063.0000,puts,2021-09-17
M-M (ALL),21196720,0,$0,"21,196,720",$8629038924.3000,0,$0,"19,975,894",$8489161177.8000,puts,2021-09-17
TOTAL PUTS,40666664,"11,768,218",$4299923998.0000,"28,898,446",$12072163052.6000,"10,584,807",$4080020604.0000,"30,081,857",$12292066446.6000,puts,2021-09-17
CUST (1-10),23443948,"17,638,807",$6813838148.0000,"5,805,141",$2741158388.5000,"9,758,079",$3823082840.0000,"13,402,163",$5783789964.7000,comb,2021-09-17
CUST (11-49),14769700,"11,040,337",$2677598805.0000,"3,729,363",$1218771035.0000,"6,678,077",$1765556704.0000,"8,949,931",$2317369350.0000,comb,2021-09-17
CUST (50-UP),20390004,"13,568,178",$4111309329.5000,"6,821,826",$2179768118.5700,"8,999,252",$3190000527.0000,"12,806,520",$3205212614.5000,comb,2021-09-17
CUST (ALL),58603652,"42,247,322",$13602746282.5000,"16,356,330",$6139697542.0700,"25,435,408",$8778640071.0000,"35,158,614",$11306371929.2000,comb,2021-09-17
FIRM (ALL),5056073,"2,549,703",$1519194479.0000,"2,506,370",$1169666499.0000,"2,373,481",$1309631684.5000,"2,529,457",$1255895910.5700,comb,2021-09-17
M-M (ALL),62606270,0,$0,"62,606,270",$24088806251.2000,0,$0,"60,769,035",$23869571458.5000,comb,2021-09-17
TOTAL COMB,126265995,"44,797,025",$15121940761.5000,"81,468,970",$31398170292.2700,"27,808,889",$10088271755.5000,"98,457,106",$36431839298.2700,comb,2021-09-17
CUST (1-10),15747031,"12,799,413",$5084292184.0000,"2,947,618",$1329779078.0000,"6,385,190",$2058822143.5000,"9,109,534",$4043570455.5000,calls,2021-09-24
CUST (11-49),10025317,"8,016,837",$1812026686.0000,"2,008,480",$580804784.0000,"4,526,325",$849422458.0000,"6,095,701",$1521783959.5000,calls,2021-09-24
CUST (50-UP),13060095,"9,298,249",$2185353740.0000,"3,761,846",$820059130.0000,"6,189,982",$1426742968.0000,"8,074,477",$1695975724.0000,calls,2021-09-24
CUST (ALL),38832443,"30,114,499",$9081672610.0000,"8,717,944",$2730642992.0000,"17,101,497",$4334987569.5000,"23,279,712",$7261330139.0000,calls,2021-09-24
FIRM (ALL),2502030,"1,460,859",$806970778.5000,"1,041,171",$286918233.0000,"1,412,221",$672513813.0000,"1,121,253",$359499481.0000,calls,2021-09-24
M-M (ALL),40072772,0,$0,"40,072,772",$13253084767.0000,0,$0,"38,492,562",$13530958378.0000,calls,2021-09-24
TOTAL CALLS,81407245,"31,575,358",$9888643388.5000,"49,831,887",$16270645992.0000,"18,513,718",$5007501382.5000,"62,893,527",$21151787998.0000,calls,2021-09-24
CUST (1-10),6771817,"4,677,365",$2242735501.0000,"2,094,452",$1144055457.5000,"4,464,578",$2051624498.5000,"3,010,022",$1621044855.5000,puts,2021-09-24
CUST (11-49),4100386,"2,888,986",$773862787.0000,"1,211,400",$447974497.0000,"2,747,563",$819187943.0000,"1,935,067",$566418918.0000,puts,2021-09-24
CUST (50-UP),5979894,"3,777,017",$970533733.0000,"2,202,877",$803511495.0000,"3,139,043",$887118761.0000,"3,426,113",$789411495.0000,puts,2021-09-24
CUST (ALL),16852097,"11,343,368",$3987132021.0000,"5,508,729",$2395541449.5000,"10,351,184",$3757931202.5000,"8,371,202",$2976875268.5000,puts,2021-09-24
FIRM (ALL),1850386,"1,008,784",$490333018.0000,"841,602",$320370922.0000,"822,316",$430539564.0000,"722,104",$404049119.0000,puts,2021-09-24
M-M (ALL),21300730,0,$0,"21,300,730",$8634761000.0000,0,$0,"19,736,407",$8258743256.5000,puts,2021-09-24
TOTAL PUTS,40003213,"12,352,152",$4477465039.0000,"27,651,061",$11350673371.5000,"11,173,500",$4188470766.5000,"28,829,713",$11639667644.0000,puts,2021-09-24
CUST (1-10),22518848,"17,476,778",$7327027685.0000,"5,042,070",$2473834535.5000,"10,849,768",$4110446642.0000,"12,119,556",$5664615311.0000,comb,2021-09-24
CUST (11-49),14125703,"10,905,823",$2585889473.0000,"3,219,880",$1028779281.0000,"7,273,888",$1668610401.0000,"8,030,768",$2088202877.5000,comb,2021-09-24
